#natoms	serial	omp	mpi	hybrid
108	100	101.0356858557	183.520361868435	171.76519452911
500	100	98.7874428497769	140.318453029072	137.78758733416
1000	100	99.5562700146064	80.4315736095278	81.8023386116692
2916	100	98.9842882795039	55.8820812553344	57.2066577901467
