#Noptim	 t_108 [s]	 t_2916 [s]	
1	 27.871		  542.359
2	 20.071		  445.366
3	 6.008		  342.196
4	 5.478		  335.193
5	 2.794		  204.061
6	 2.932		  177.513
7	 1.201		  35.340

