0 72.641600 23.168797 -160.484384
100 65.433237 20.869713 -158.266357
200 59.792917 19.070752 -156.479363
300 57.645143 18.385727 -155.786529
400 60.301239 19.232880 -156.540091
500 61.727627 19.687821 -157.101617
600 57.143472 18.225720 -155.661355
700 59.339066 18.925998 -156.267290
800 59.756476 19.059129 -156.365544
900 54.356073 17.336689 -154.799571
